Argument ID	Conclusion	Stance	Premise	Self-direction: thought	Self-direction: action	Stimulation	Hedonism	Achievement	Power: dominance	Power: resources	Face	Security: personal	Security: societal	Tradition	Conformity: rules	Conformity: interpersonal	Humility	Benevolence: caring	Benevolence: dependability	Universalism: concern	Universalism: nature	Universalism: tolerance	Universalism: objectivity
A24372	We should fight for the abolition of nuclear weapons	in favor of	nuclear weapons are an  exhorbitantly costly defence strategy that will never be used, just a deterrant at a huge price.	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1
A24374	We should ban factory farming	against	The population is growing ever larger and we need efficient ways to produce enough meat for it.	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
A24376	We should limit judicial activism	against	judicial review is a crucial fallback to monitor political activity	1	0	0	0	1	0	0	0	0	1	0	1	0	0	1	1	1	0	1	1
A24377	We should limit judicial activism	against	judges are going to use their beliefs to interpret laws and we shouldn't limit that once they are elected, we should understand their views before electing them.	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0
A24378	We should end mandatory retirement	against	mandatory retirement allows for new people to saturate the workforce and the older generation to relax.  this is a good thing.	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0
A24380	We should subsidize space exploration	against	we should not subsidize space exploration since that is a waste of money.	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0
A24381	We should ban telemarketing	against	telemarketing helps introduce customers to new things and services they may not have heard of had they not been prompted into the subject.	1	0	0	0	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0
A24391	We should subsidize journalism	against	if journalism is good, then it will not need a subsidy. if it is bad, then we should not be throwing money at it when there are greater needs in society such as education, health care and housing.	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
A24392	We should fight for the abolition of nuclear weapons	against	nuclear weapons keep us safe without ever having to actually use them.  ridding us of them would leave ourselves open to attack in other ways.  best to keep them	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A24398	We should legalize prostitution	in favor of	women should have the right to decide what to do with their body and that should include being able to sell it.	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A24401	We should prohibit school prayer	against	Prayer can be a good way to unite a school and help children to focus on the day ahead.	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0
A24403	We should end mandatory retirement	against	mandatory retirement makes sure that fresh ideas and fresh bodies keep flowing through business which is a good thing.	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
A24404	We should adopt an austerity regime	against	Adopting an austerity regime lowers people's confidence in the economy and discourages investment.	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
A24408	We should adopt an austerity regime	against	to build for the future we need to cut austerity and invest money and resources now.	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
A24415	We should introduce compulsory voting	in favor of	compulsory voting will ensure the proper result in an election.	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A24417	We should subsidize student loans	in favor of	All young people whether rich or poor should have the opportunity to better their lives by going to into higher education, the more student loans are subsidized the closer this will become a reality.	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0
A24420	We should ban algorithmic trading	in favor of	algorithimic trading, which to all intents and purposes is nothing more than ai-enabled gambling, makes a volatile, destructive and unethical trade even more so.	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0
A24431	We should limit executive compensation	against	by the time people are at executive level they have worked long and hard and deserved to be recompensed for their work and ideas at a fair level.	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0
A24433	We should limit judicial activism	in favor of	judges should stick to the law and be unbiased in every ruling.	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1
A24434	We should ban private military companies	against	pmcs can provide security to those countries and organisations that need protection and are capable of paying for it, so should not be banned	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0
A24435	We should ban cosmetic surgery	against	we should continue to support cosmetic surgery as it helps people correct imperfections that cause poor self-esteem.	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0
A24437	We should end mandatory retirement	against	people working longer than they should prevents employers from hiring new people who might be more useful	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
A24438	We should abolish intellectual property rights	against	intellectual property rights should not be abolished as they ensure that those who have had an original idea, financed research and development get rewarded for their effort and not have their innovation stolen	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0
A24443	We should ban the use of child actors	against	with proper guidance and protection, children can be a valuable asset to the artistic process.	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A24444	We should introduce compulsory voting	in favor of	by introducing compulsory voting you will assure that each and every citizen's voice is heard.	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
A24446	We should abolish the Olympic Games	against	the olympic games are a way for nations to compete in a friendly way and to encourage people of all ages to take up sport.	1	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
A24449	We should adopt atheism	in favor of	people are so afraid of an imaginary punishment that they do not live their lives to the fullest - with atheism, it will be more convincing to live in the present.	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
A24454	We should adopt libertarianism	in favor of	because it protects the rights of the individual to live as they see fit, it promotes acceptance of the rights of all individuals within society, creating a more inclusive society.	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
A24455	We should subsidize Wikipedia	in favor of	wikipedia provides a wealth of information on any subject you can think of. this is highly benificial to the education system and should be subsidized.	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
A24456	We should ban telemarketing	against	telemarketing is a good medium for businesses to use to expand their client base and make more people aware of their company and products, thus increasing their income	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A24457	We should ban algorithmic trading	against	Algorithms can be tested against historical data, helping you optimize your trading strategy.	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
A24463	We should subsidize space exploration	against	space exploration is such a costly exercise that subsidising would put an enormous strain on any country's finances that can be ill afforded when there are so many more causes that need supporting on earth.	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1
A24465	We should abolish zoos	against	zoos are a way of protecting endangered species from extinction and allowing scientific research to combat diseases and reintroduce the animals back into the wild.	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
A24468	We should abolish the right to keep and bear arms	against	people have a right to protect themselves with weapons, especially nowadays	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0
A24475	We should legalize cannabis	in favor of	people buy cannabis regardless of whether it is legal or not, so we might as well tax it to make extra money	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
A24478	We should end the use of economic sanctions	in favor of	we should end it because it puts restrictions on countries and this way we can freely trade.	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
A24482	We should subsidize journalism	against	subsidizing journalism is unfair. you're basically paying someone to spread your own beliefs.	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
A24484	We should oppose collectivism	in favor of	We should oppose collectivism because while it can be used to help everyone, it gives too much power to the collective to hurt individuals.	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A24486	We should subsidize space exploration	against	space exploration is too costly and there aren't enough tangible benefits to justify subsidization	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1
A24490	We should ban algorithmic trading	against	algorihmitic trading is much less expensive for the individual trader.	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0
A24491	We should ban human cloning	against	we should allow science to further their research even if it includes human cloning.	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
A24492	We should abolish the Olympic Games	against	this is the only wide scale event where all countries can put aside all differences in good faith and fair competition	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0
A24493	We should ban private military companies	in favor of	the defense of a country can only be trusted with the government, and should not be motivated by money and greed.	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A24495	We should ban targeted killing	in favor of	we should ban targeted killing as it is an unfair advantage to those that do not have the same equipment.	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1
A24496	We should stop the development of autonomous cars	in favor of	autonomous cars are not able to react to specific scenarios where decisions must be made.	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
A24500	We should oppose collectivism	against	collectivism gives one voice a louder voice by having others available for support	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
A25003	We should ban human cloning	against	Human cloning could provide a great benefit to mankind by eradicating illnesses and disease through replication of people known to be fit, well and healthy.	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
A25010	We should end the use of economic sanctions	against	the only way to send a strong message to countries who are danger for our western world is economic sanctions which are most effective and successful.	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A25014	We should adopt a multi-party system	in favor of	the current  system is broken and doesn't work. neither side can work together so having more options would force politicians to come together and do what's best for the people because no side would be majority	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A25016	We should stop the development of autonomous cars	against	autonomous cars will function as a new form of public transit and alleviate congestion	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
A25018	We should abolish intellectual property rights	against	intellectual property rights protect the small guy from being gobbled up by large companies who have more money to create a product.	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A25024	We should legalize sex selection	against	the existence of the human being on the earth and its adaptation, and ecological domination are only the result of their natural destiny, for which the selection of sex should not be legalized	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0
A25026	We should stop the development of autonomous cars	in favor of	autonomous cars will take away many jobs and lead to a skills drain	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
A25030	We should adopt libertarianism	against	libertarianism promotes self interest and not that of society as a whole	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
A25034	We should abolish zoos	against	Zoos provide a platform for people to understand the natural and animal world.	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A25040	We should ban human cloning	in favor of	by copying something you can not get a pure copy.  each copy that is made is worse then the other meaning that no one knows what can happen with cloning.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A25047	We should adopt an austerity regime	in favor of	for longer term economic benefits, short term sacrifices are necessary to dig the country out of debt, and an austerity regime is the only way to achieve this.	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
A25049	We should subsidize student loans	in favor of	subsidized student loans allow for those from pooer backgrounds to achieve a good standard of education and progress in their lives	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0
A25053	We should oppose collectivism	against	collectivism helps encourage those who are minorities and may not be able to have luxuries others may have.	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
A25064	We should adopt a multi-party system	against	a multi-party system could lead to more situations where a majority is not reached. this means that it could be harder to push policies through.	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
A25067	We should abolish intellectual property rights	against	people should have a right of ownership to their creations, ideas, and concepts that they created themselves.	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
A25074	We should ban whaling	against	There is still a vast amount of scientific knowledge that can be acquired from whaling.	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
A25089	We should subsidize student loans	in favor of	most people can't afford to go to college, and we don't want them to graduate with massive debts	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A25093	We should abolish the Olympic Games	against	the olympic games give athletes from all over the world a chance to compete and showcase their talents.	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A25097	We should legalize organ trade	in favor of	Organ sales creates an incentive for people to remain healthy so they can sell their organs.	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0
